id,sigla,Dipartimento,nome,link_generale,link_direttore,link_descrizione,link_ricerca,link_pubblicazioni,link_servizi,link_competenze,link_collaborazioni,link_formazione,link_biblioteche,link_banchedati,link_focus,link_focus_ITA,links_logo,nome_istituto,url,links_webist,links_mailist,links_pres_ist,indirizzo,web_site,direttore,mail,latitude,longitude
61,ISSIRFA ,"Scienze umane e sociali, patrimonio culturale","Istituto di studi sui sistemi regionali federali e sulle autonomie ""Massimo Severo Giannini"" ",http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=091,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=091,http://www.cnr.it/istituti/Descrizione_eng.html?cds=091,http://www.cnr.it/istituti/Ricerca_eng.html?cds=091,Pubblicazioni_eng.html?cds=091,http://www.cnr.it/istituti/Servizi_eng.html?cds=091,http://www.cnr.it/istituti/Competenze_eng.html?cds=091,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=091,http://www.cnr.it/istituti/Formazione_eng.html?cds=091,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=091,http://www.cnr.it/istituti/Banchedati_eng.html?cds=091,http://www.cnr.it/istituti/Focus_eng.html?cds=091,http://www.cnr.it/istituti/Focus.html?cds=091,NA,"Istituto di studi sui sistemi regionali federali e sulle autonomie ""Massimo Severo Giannini""",http://www.cnr.it/istituti/DatiGenerali.html?cds=091,http://www.issirfa.cnr.it,mailto:segreteria@issirfa.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000bd1013007a13f753000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via dei Taurini, 19 - 00185 Roma RM Lazio",http://www.issirfa.cnr.it,Prof STELIO MANGIAMELI   ,segreteria@issirfa.cnr.it,41.89986,12.5105
62,ISMA ,"Scienze umane e sociali, patrimonio culturale",Istituto di Studi sul Mediterraneo Antico ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=092,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=092,http://www.cnr.it/istituti/Descrizione_eng.html?cds=092,http://www.cnr.it/istituti/Ricerca_eng.html?cds=092,Pubblicazioni_eng.html?cds=092,http://www.cnr.it/istituti/Servizi_eng.html?cds=092,http://www.cnr.it/istituti/Competenze_eng.html?cds=092,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=092,http://www.cnr.it/istituti/Formazione_eng.html?cds=092,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=092,http://www.cnr.it/istituti/Banchedati_eng.html?cds=092,http://www.cnr.it/istituti/Focus_eng.html?cds=092,http://www.cnr.it/istituti/Focus.html?cds=092,http://www.cnr.it/istituti/./logo_isma_small.jpg?LO=01000000d9c8b7a6080000000800000051e62000c8e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto di Studi sul Mediterraneo Antico,http://www.cnr.it/istituti/DatiGenerali.html?cds=092,http://www.isma.cnr.it/,mailto:direttore@isma.cnr.it,NA,"Via Salaria km 29,300 - 00015 Monterotondo Stazione RM Lazio",http://www.isma.cnr.it/,Prof. ALESSANDRO NASO    -,direttore@isma.cnr.it,41.8724111,12.4802249
63,ISSM ,"Scienze umane e sociali, patrimonio culturale",Istituto di studi sulle società del mediterraneo ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=093,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=093,http://www.cnr.it/istituti/Descrizione_eng.html?cds=093,http://www.cnr.it/istituti/Ricerca_eng.html?cds=093,Pubblicazioni_eng.html?cds=093,http://www.cnr.it/istituti/Servizi_eng.html?cds=093,http://www.cnr.it/istituti/Competenze_eng.html?cds=093,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=093,http://www.cnr.it/istituti/Formazione_eng.html?cds=093,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=093,http://www.cnr.it/istituti/Banchedati_eng.html?cds=093,http://www.cnr.it/istituti/Focus_eng.html?cds=093,http://www.cnr.it/istituti/Focus.html?cds=093,http://www.cnr.it/istituti/./logo_issm.gif?LO=01000000d9c8b7a6080000000800000004e620007be6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto di studi sulle società del mediterraneo ,http://www.cnr.it/istituti/DatiGenerali.html?cds=093,http://www.issm.cnr.it,mailto:istituto@issm.cnr.it,NA,"Via Guglielmo Sanfelice, 8 - 80131 Napoli NA Campania",http://www.issm.cnr.it,Dott.ssa PAOLA AVALLONE    ,istituto@issm.cnr.it,40.8434776,14.2545007
64,ITAE ,"Ingegneria, ICT e tecnologie per l'energia e i trasporti","Istituto di tecnologie avanzate per l'energia ""Nicola Giordano"" ",http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=099,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=099,http://www.cnr.it/istituti/Descrizione_eng.html?cds=099,http://www.cnr.it/istituti/Ricerca_eng.html?cds=099,Pubblicazioni_eng.html?cds=099,http://www.cnr.it/istituti/Servizi_eng.html?cds=099,http://www.cnr.it/istituti/Competenze_eng.html?cds=099,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=099,http://www.cnr.it/istituti/Formazione_eng.html?cds=099,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=099,http://www.cnr.it/istituti/Banchedati_eng.html?cds=099,http://www.cnr.it/istituti/Focus_eng.html?cds=099,http://www.cnr.it/istituti/Focus.html?cds=099,NA,"Istituto di tecnologie avanzate per l'energia ""Nicola Giordano""",http://www.cnr.it/istituti/DatiGenerali.html?cds=099,http://www.itae.cnr.it,mailto:direttore@itae.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000d45a2300235bbe53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via Salita S. Lucia sopra Contesse, 5 - 98126 Messina ME Sicilia",http://www.itae.cnr.it,Dott. Ing. SALVATORE FRENI    ,direttore@itae.cnr.it,38.1567973,15.5202637
65,ITB ,Scienze Biomediche,Istituto di tecnologie biomediche ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=100,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=100,http://www.cnr.it/istituti/Descrizione_eng.html?cds=100,http://www.cnr.it/istituti/Ricerca_eng.html?cds=100,Pubblicazioni_eng.html?cds=100,http://www.cnr.it/istituti/Servizi_eng.html?cds=100,http://www.cnr.it/istituti/Competenze_eng.html?cds=100,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=100,http://www.cnr.it/istituti/Formazione_eng.html?cds=100,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=100,http://www.cnr.it/istituti/Banchedati_eng.html?cds=100,http://www.cnr.it/istituti/Focus_eng.html?cds=100,http://www.cnr.it/istituti/Focus.html?cds=100,http://www.cnr.it/istituti/./logo_ITB.jpg?LO=01000000d9c8b7a6080000000800000039e62000b0e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto di tecnologie biomediche,http://www.cnr.it/istituti/DatiGenerali.html?cds=100,http://www.itb.cnr.it,mailto:direzione@itb.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000b65823000559be53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via Fratelli Cervi, 93 - 20090 Segrate MI Lombardia",http://www.itb.cnr.it,Dott. LUIGI ZECCA    ,direzione@itb.cnr.it,45.502162,9.263061
66,ITIA ,Scienze fisiche e tecnologie della materia,Istituto di tecnologie industriali e automazione ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=103,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=103,http://www.cnr.it/istituti/Descrizione_eng.html?cds=103,http://www.cnr.it/istituti/Ricerca_eng.html?cds=103,Pubblicazioni_eng.html?cds=103,http://www.cnr.it/istituti/Servizi_eng.html?cds=103,http://www.cnr.it/istituti/Competenze_eng.html?cds=103,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=103,http://www.cnr.it/istituti/Formazione_eng.html?cds=103,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=103,http://www.cnr.it/istituti/Banchedati_eng.html?cds=103,http://www.cnr.it/istituti/Focus_eng.html?cds=103,http://www.cnr.it/istituti/Focus.html?cds=103,NA,Istituto di tecnologie industriali e automazione,http://www.cnr.it/istituti/DatiGenerali.html?cds=103,http://www.itia.cnr.it,mailto:direzione.itia@itia.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a608000000080000009b952e00c409fe53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via Bassini, 15 - 20133 Milano MI Lombardia",http://www.itia.cnr.it,Prof. TULLIO ANTONIO MARIA TOLIO    ,direzione.itia@itia.cnr.it,45.4796955,9.2322096
67,ITTIG ,"Scienze umane e sociali, patrimonio culturale",Istituto di teoria e tecniche dell'informazione giuridica ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=104,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=104,http://www.cnr.it/istituti/Descrizione_eng.html?cds=104,http://www.cnr.it/istituti/Ricerca_eng.html?cds=104,Pubblicazioni_eng.html?cds=104,http://www.cnr.it/istituti/Servizi_eng.html?cds=104,http://www.cnr.it/istituti/Competenze_eng.html?cds=104,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=104,http://www.cnr.it/istituti/Formazione_eng.html?cds=104,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=104,http://www.cnr.it/istituti/Banchedati_eng.html?cds=104,http://www.cnr.it/istituti/Focus_eng.html?cds=104,http://www.cnr.it/istituti/Focus.html?cds=104,NA,Istituto di teoria e tecniche dell'informazione giuridica,http://www.cnr.it/istituti/DatiGenerali.html?cds=104,http://www.ittig.cnr.it,mailto:direttore@ittig.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a608000000080000009c592300eb59be53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via de' Barucci, 20 - 50127 Firenze FI Toscana",http://www.ittig.cnr.it,Dott. PIETRO MERCATALI    ,direttore@ittig.cnr.it,43.79202,11.22815
68,IGI ,"Ingegneria, ICT e tecnologie per l'energia e i trasporti",Istituto gas ionizzati ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=037,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=037,http://www.cnr.it/istituti/Descrizione_eng.html?cds=037,http://www.cnr.it/istituti/Ricerca_eng.html?cds=037,Pubblicazioni_eng.html?cds=037,http://www.cnr.it/istituti/Servizi_eng.html?cds=037,http://www.cnr.it/istituti/Competenze_eng.html?cds=037,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=037,http://www.cnr.it/istituti/Formazione_eng.html?cds=037,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=037,http://www.cnr.it/istituti/Banchedati_eng.html?cds=037,http://www.cnr.it/istituti/Focus_eng.html?cds=037,http://www.cnr.it/istituti/Focus.html?cds=037,NA,Istituto gas ionizzati,http://www.cnr.it/istituti/DatiGenerali.html?cds=037,http://www.igi.cnr.it,mailto:direzione.igi@igi.cnr.it,NA,"Corso Stati Uniti, 4 - 35127 Padova PD Veneto",http://www.igi.cnr.it,Dott. VANNI ANTONI    ,direzione.igi@igi.cnr.it,45.3946793,11.9290133
69,IM ,"Ingegneria, ICT e tecnologie per l'energia e i trasporti",Istituto motori ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=058,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=058,http://www.cnr.it/istituti/Descrizione_eng.html?cds=058,http://www.cnr.it/istituti/Ricerca_eng.html?cds=058,Pubblicazioni_eng.html?cds=058,http://www.cnr.it/istituti/Servizi_eng.html?cds=058,http://www.cnr.it/istituti/Competenze_eng.html?cds=058,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=058,http://www.cnr.it/istituti/Formazione_eng.html?cds=058,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=058,http://www.cnr.it/istituti/Banchedati_eng.html?cds=058,http://www.cnr.it/istituti/Focus_eng.html?cds=058,http://www.cnr.it/istituti/Focus.html?cds=058,http://www.cnr.it/istituti/./logoIM copia.jpg?LO=01000000d9c8b7a6080000000800000003e620007ae6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto motori,http://www.cnr.it/istituti/DatiGenerali.html?cds=058,http://www.im.cnr.it,mailto:direttore@im.cnr.it,NA,"Via Marconi, 4 - 80125 Napoli NA Campania",http://www.im.cnr.it,prof. VITTORIO ROCCO    ,direttore@im.cnr.it,40.8297349,14.188309
70,NANO ,Scienze chimiche e tecnologie dei materiali,Istituto Nanoscienze ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=115,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=115,http://www.cnr.it/istituti/Descrizione_eng.html?cds=115,http://www.cnr.it/istituti/Ricerca_eng.html?cds=115,Pubblicazioni_eng.html?cds=115,http://www.cnr.it/istituti/Servizi_eng.html?cds=115,http://www.cnr.it/istituti/Competenze_eng.html?cds=115,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=115,http://www.cnr.it/istituti/Formazione_eng.html?cds=115,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=115,http://www.cnr.it/istituti/Banchedati_eng.html?cds=115,http://www.cnr.it/istituti/Focus_eng.html?cds=115,http://www.cnr.it/istituti/Focus.html?cds=115,NA,Istituto Nanoscienze,http://www.cnr.it/istituti/DatiGenerali.html?cds=115,http://www.nano.cnr.it,mailto:segreteria@nano.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a608000000080000005f8f2e007942f953000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/rtf,Piazza San Silvestro 12 - 56127 Pisa PI TOSCANA,http://www.nano.cnr.it,Dott.ssa Lucia Sorba ,segreteria@nano.cnr.it,43.7140062,10.4099447
71,INO ,Scienze chimiche e tecnologie dei materiali,Istituto nazionale di ottica ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=111,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=111,http://www.cnr.it/istituti/Descrizione_eng.html?cds=111,http://www.cnr.it/istituti/Ricerca_eng.html?cds=111,Pubblicazioni_eng.html?cds=111,http://www.cnr.it/istituti/Servizi_eng.html?cds=111,http://www.cnr.it/istituti/Competenze_eng.html?cds=111,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=111,http://www.cnr.it/istituti/Formazione_eng.html?cds=111,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=111,http://www.cnr.it/istituti/Banchedati_eng.html?cds=111,http://www.cnr.it/istituti/Focus_eng.html?cds=111,http://www.cnr.it/istituti/Focus.html?cds=111,http://www.cnr.it/istituti/./logoino_light.jpg?LO=01000000d9c8b7a60800000008000000f8e520006fe6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto nazionale di ottica,http://www.cnr.it/istituti/DatiGenerali.html?cds=111,http://www.ino.it,mailto:istituto@ino.it,NA,"Largo Enrico Fermi, 6 - 50125 Firenze FI Toscana",http://www.ino.it,dott. PAOLO DE NATALE ,istituto@ino.it,43.7499203,11.2486141
72,INSEAN ,"Ingegneria, ICT e tecnologie per l'energia e i trasporti",Istituto Nazionale per Studi ed Esperienze di Architettura Navale ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=118,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=118,http://www.cnr.it/istituti/Descrizione_eng.html?cds=118,http://www.cnr.it/istituti/Ricerca_eng.html?cds=118,Pubblicazioni_eng.html?cds=118,http://www.cnr.it/istituti/Servizi_eng.html?cds=118,http://www.cnr.it/istituti/Competenze_eng.html?cds=118,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=118,http://www.cnr.it/istituti/Formazione_eng.html?cds=118,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=118,http://www.cnr.it/istituti/Banchedati_eng.html?cds=118,http://www.cnr.it/istituti/Focus_eng.html?cds=118,http://www.cnr.it/istituti/Focus.html?cds=118,NA,Istituto Nazionale per Studi ed Esperienze di Architettura Navale,http://www.cnr.it/istituti/DatiGenerali.html?cds=118,http://www.insean.cnr.it,mailto:segreteria.insean@cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a608000000080000005a0512002542f453000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via di Vallerano, 139 - 00128 Roma RM Lazio",http://www.insean.cnr.it,Dott. EMILIO FORTUNATO CAMPANA    ,segreteria.insean@cnr.it,41.7869969,12.4573778
73,IOM ,Scienze chimiche e tecnologie dei materiali,Istituto officina dei materiali ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=114,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=114,http://www.cnr.it/istituti/Descrizione_eng.html?cds=114,http://www.cnr.it/istituti/Ricerca_eng.html?cds=114,Pubblicazioni_eng.html?cds=114,http://www.cnr.it/istituti/Servizi_eng.html?cds=114,http://www.cnr.it/istituti/Competenze_eng.html?cds=114,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=114,http://www.cnr.it/istituti/Formazione_eng.html?cds=114,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=114,http://www.cnr.it/istituti/Banchedati_eng.html?cds=114,http://www.cnr.it/istituti/Focus_eng.html?cds=114,http://www.cnr.it/istituti/Focus.html?cds=114,NA,Istituto officina dei materiali,http://www.cnr.it/istituti/DatiGenerali.html?cds=114,http://www.iom.cnr.it,mailto:istituto@iom.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000a7e92d00f1310154000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"S.S. 14 - Km. 163,5 - 34149 Trieste TS Friuli Venezia Giulia",http://www.iom.cnr.it,Prof. ALBERTO MORGANTE    ,istituto@iom.cnr.it,45.6412479,13.8621009
74,OVI ,"Scienze umane e sociali, patrimonio culturale",Istituto opera del vocabolario italiano ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=062,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=062,http://www.cnr.it/istituti/Descrizione_eng.html?cds=062,http://www.cnr.it/istituti/Ricerca_eng.html?cds=062,Pubblicazioni_eng.html?cds=062,http://www.cnr.it/istituti/Servizi_eng.html?cds=062,http://www.cnr.it/istituti/Competenze_eng.html?cds=062,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=062,http://www.cnr.it/istituti/Formazione_eng.html?cds=062,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=062,http://www.cnr.it/istituti/Banchedati_eng.html?cds=062,http://www.cnr.it/istituti/Focus_eng.html?cds=062,http://www.cnr.it/istituti/Focus.html?cds=062,NA,Istituto opera del vocabolario italiano,http://www.cnr.it/istituti/DatiGenerali.html?cds=062,http://www.ovi.cnr.it,mailto:ovi@ovi.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a608000000080000000f1e0800da47d653000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Via di Castello, 46 - 50141 Firenze FI Toscana",http://www.ovi.cnr.it,Prof. LINO LEONARDI ,ovi@ovi.cnr.it,43.81958,11.2283
75,IBAM ,"Scienze umane e sociali, patrimonio culturale",Istituto per i beni archeologici e monumentali ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=006,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=006,http://www.cnr.it/istituti/Descrizione_eng.html?cds=006,http://www.cnr.it/istituti/Ricerca_eng.html?cds=006,Pubblicazioni_eng.html?cds=006,http://www.cnr.it/istituti/Servizi_eng.html?cds=006,http://www.cnr.it/istituti/Competenze_eng.html?cds=006,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=006,http://www.cnr.it/istituti/Formazione_eng.html?cds=006,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=006,http://www.cnr.it/istituti/Banchedati_eng.html?cds=006,http://www.cnr.it/istituti/Focus_eng.html?cds=006,http://www.cnr.it/istituti/Focus.html?cds=006,http://www.cnr.it/istituti/./logo-ibam.gif?LO=01000000d9c8b7a6080000000800000034e62000abe6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto per i beni archeologici e monumentali,http://www.cnr.it/istituti/DatiGenerali.html?cds=006,http://www.ibam.cnr.it,mailto:segreteria@ibam.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a6080000000800000058982e002c4cf953000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,via Biblioteca 4 - 95124 Catania CT Sicilia,http://www.ibam.cnr.it,Dott. DANIELE MALFITANA  ,segreteria@ibam.cnr.it,37.5048603,15.080764
76,IPCB ,Scienze chimiche e tecnologie dei materiali,"Istituto per i Polimeri, Compositi e Biomateriali ",http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=119,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=119,http://www.cnr.it/istituti/Descrizione_eng.html?cds=119,http://www.cnr.it/istituti/Ricerca_eng.html?cds=119,Pubblicazioni_eng.html?cds=119,http://www.cnr.it/istituti/Servizi_eng.html?cds=119,http://www.cnr.it/istituti/Competenze_eng.html?cds=119,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=119,http://www.cnr.it/istituti/Formazione_eng.html?cds=119,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=119,http://www.cnr.it/istituti/Banchedati_eng.html?cds=119,http://www.cnr.it/istituti/Focus_eng.html?cds=119,http://www.cnr.it/istituti/Focus.html?cds=119,http://www.cnr.it/istituti/./logo_1_ipcb-2.jpg?LO=01000000d9c8b7a6080000000800000018b9120010bef653000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"Istituto per i Polimeri, Compositi e Biomateriali",http://www.cnr.it/istituti/DatiGenerali.html?cds=119,http://www.ipcb.cnr.it,mailto:segreteria@ictp.cnr.it,NA,"Via Campi Flegrei, 34 - 80078 Pozzuoli NA Campania",http://www.ipcb.cnr.it,Prof COSIMO CARFAGNA    ,segreteria@ictp.cnr.it,40.8350324,14.1067305
77,IPCF ,Scienze chimiche e tecnologie dei materiali,Istituto per i processi chimico-fisici ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=063,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=063,http://www.cnr.it/istituti/Descrizione_eng.html?cds=063,http://www.cnr.it/istituti/Ricerca_eng.html?cds=063,Pubblicazioni_eng.html?cds=063,http://www.cnr.it/istituti/Servizi_eng.html?cds=063,http://www.cnr.it/istituti/Competenze_eng.html?cds=063,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=063,http://www.cnr.it/istituti/Formazione_eng.html?cds=063,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=063,http://www.cnr.it/istituti/Banchedati_eng.html?cds=063,http://www.cnr.it/istituti/Focus_eng.html?cds=063,http://www.cnr.it/istituti/Focus.html?cds=063,http://www.cnr.it/istituti/./logoIPCF2_1.jpg?LO=01000000d9c8b7a6080000000800000027e620009ee6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto per i processi chimico-fisici,http://www.cnr.it/istituti/DatiGenerali.html?cds=063,http://www.ipcf.cnr.it,mailto:direttore@ipcf.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000113112000b71f653000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/pdf,"Viale Ferdinando Stagno d'Alcontres, 37 - 98158 Messina Me Sicilia",http://www.ipcf.cnr.it,Dott CIRINO SALVATORE VASI  ,direttore@ipcf.cnr.it,38.261008,15.5999103
78,ISAFoM ,Scienze bio-agroalimentari,Istituto per i sistemi agricoli e forestali del mediterraneo ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=084,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=084,http://www.cnr.it/istituti/Descrizione_eng.html?cds=084,http://www.cnr.it/istituti/Ricerca_eng.html?cds=084,Pubblicazioni_eng.html?cds=084,http://www.cnr.it/istituti/Servizi_eng.html?cds=084,http://www.cnr.it/istituti/Competenze_eng.html?cds=084,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=084,http://www.cnr.it/istituti/Formazione_eng.html?cds=084,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=084,http://www.cnr.it/istituti/Banchedati_eng.html?cds=084,http://www.cnr.it/istituti/Focus_eng.html?cds=084,http://www.cnr.it/istituti/Focus.html?cds=084,NA,Istituto per i sistemi agricoli e forestali del mediterraneo,http://www.cnr.it/istituti/DatiGenerali.html?cds=084,http://www.isafom.cnr.it,mailto:segreteria.na@isafom.cnr.it,http://www.cnr.it/istituti/istituti/?LO=01000000d9c8b7a60800000008000000a85a2300f75abe53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000&type=application/msword,"Via Patacca, 85 - 80056 Ercolano NA Campania",http://www.isafom.cnr.it,Dr. RICCARDO D'ANDRIA    ,segreteria.na@isafom.cnr.it,40.8371784,14.3643364
79,ILIESI ,"Scienze umane e sociali, patrimonio culturale",Istituto per il lessico intellettuale europeo e storia delle idee ,http://www.cnr.it/istituti/DatiGenerali_eng.html?cds=047,http://www.cnr.it/istituti/DatiDirettore_eng.html?cds=047,http://www.cnr.it/istituti/Descrizione_eng.html?cds=047,http://www.cnr.it/istituti/Ricerca_eng.html?cds=047,Pubblicazioni_eng.html?cds=047,http://www.cnr.it/istituti/Servizi_eng.html?cds=047,http://www.cnr.it/istituti/Competenze_eng.html?cds=047,http://www.cnr.it/istituti/Collaborazioni_eng.html?cds=047,http://www.cnr.it/istituti/Formazione_eng.html?cds=047,http://www.cnr.it/istituti/Biblioteche_eng.html?cds=047,http://www.cnr.it/istituti/Banchedati_eng.html?cds=047,http://www.cnr.it/istituti/Focus_eng.html?cds=047,http://www.cnr.it/istituti/Focus.html?cds=047,http://www.cnr.it/istituti/./logoILIESI150.jpg?LO=01000000d9c8b7a6080000000800000009e6200080e6bb53000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Istituto per il lessico intellettuale europeo e storia delle idee,http://www.cnr.it/istituti/DatiGenerali.html?cds=047,http://www.iliesi.cnr.it,mailto:iliesi@iliesi.cnr.it,NA,"Via Nomentana, 118 - Villa Mirafiori - 00161 Roma RM Lazio",http://www.iliesi.cnr.it,Dr. ANTONIO LAMARRA    ,iliesi@iliesi.cnr.it,41.918385,12.516657
